covered_ps,covgap_slicer4j_slice,covgap_porbs_slice,pseudotested_ps,statement_type,line_no,Original Code,What is the purpose of this code?,Notes
TRUE,TRUE,FALSE,FALSE,FOR,81,for (int i = 0; i <= n; i++) {,Iteration,
TRUE,TRUE,FALSE,FALSE,EXPRESSION,82,d[i][0] = i;,Output Initialization,
FALSE,FALSE,FALSE,FALSE,FOR,83,},,
TRUE,TRUE,FALSE,FALSE,FOR,84,for (int j = 0; j <= m; j++) {,Iteration,
TRUE,TRUE,FALSE,FALSE,EXPRESSION,85,d[0][j] = j;,Output Initialization,
FALSE,FALSE,FALSE,FALSE,FOR,86,},,
FALSE,FALSE,FALSE,FALSE,,87,,,
FALSE,FALSE,FALSE,FALSE,,88,//fill the distance matrix,,
FALSE,FALSE,FALSE,FALSE,,89,int cost;,,
FALSE,FALSE,FALSE,FALSE,,90,,,
TRUE,FALSE,FALSE,FALSE,FOR,91,for (int i = 1; i <= n; i++) {,,
TRUE,FALSE,FALSE,FALSE,FOR,92,for (int j = 1; j <= m; j++) {,,
FALSE,FALSE,FALSE,FALSE,FOR,93,,,
FALSE,FALSE,FALSE,FALSE,FOR,94,"//if s1[i - 1] = s2[j - 1] then cost = 0, else cost = 1",,
TRUE,TRUE,FALSE,FALSE,EXPRESSION,95,cost = 1;,State Update,
TRUE,FALSE,FALSE,FALSE,IF,96,if (s1.charAt(i - 1) == s2.charAt(j - 1)) {,,
TRUE,TRUE,FALSE,FALSE,EXPRESSION,97,cost = 0;,State Update,
FALSE,FALSE,FALSE,FALSE,IF,98,},,
FALSE,FALSE,FALSE,FALSE,FOR,99,,,
TRUE,TRUE,FALSE,FALSE,EXPRESSION,100,d[i][j] = min(,Output Update,
FALSE,FALSE,FALSE,FALSE,EXPRESSION,101,"d[i - 1][j - 1] + cost, // substitution",,
FALSE,FALSE,FALSE,FALSE,EXPRESSION,102,"d[i][j - 1] + 1, // insertion",,
FALSE,FALSE,FALSE,FALSE,EXPRESSION,103,d[i - 1][j] + 1 // deletion,,
FALSE,FALSE,FALSE,FALSE,EXPRESSION,104,);,,
FALSE,FALSE,FALSE,FALSE,FOR,105,,,
FALSE,FALSE,FALSE,FALSE,FOR,106,//transposition check,,
TRUE,TRUE,FALSE,FALSE,IF,107,if (i > 1 && j > 1,Special Case Check,
FALSE,FALSE,FALSE,FALSE,IF,108,&& s1.charAt(i - 1) == s2.charAt(j - 2),,
FALSE,FALSE,FALSE,FALSE,IF,109,&& s1.charAt(i - 2) == s2.charAt(j - 1)) {,,
TRUE,TRUE,FALSE,FALSE,EXPRESSION,110,"d[i][j] = Math.min(d[i][j], d[i - 2][j - 2] + cost);",Output Update,
FALSE,FALSE,FALSE,FALSE,IF,111,},,
FALSE,FALSE,FALSE,FALSE,FOR,112,},,
FALSE,FALSE,FALSE,FALSE,FOR,113,},,
FALSE,FALSE,FALSE,FALSE,,114,,,
TRUE,FALSE,FALSE,FALSE,RETURN,115,return d[n][m];,,
FALSE,FALSE,FALSE,FALSE,,116,},,
FALSE,FALSE,FALSE,FALSE,,117,,,
FALSE,FALSE,FALSE,FALSE,,118,private static int min(,,
FALSE,FALSE,FALSE,FALSE,,119,"final int a, final int b, final int c) {",,
TRUE,TRUE,FALSE,FALSE,RETURN,120,"return Math.min(a, Math.min(b, c));",Private Method Return,
FALSE,FALSE,FALSE,FALSE,,121,},,
FALSE,FALSE,FALSE,FALSE,,122,},,
