covered_ps,covgap_slicer4j_slice,covgap_porbs_slice,pseudotested_ps,statement_type,line_no,Original Code,What is the purpose of this code?,Notes
FALSE,FALSE,FALSE,FALSE,,38,import java.lang.Character.UnicodeBlock;,,
FALSE,FALSE,FALSE,FALSE,,39,import java.net.HttpURLConnection;,,
FALSE,FALSE,FALSE,FALSE,,40,import java.net.URL;,,
FALSE,FALSE,FALSE,FALSE,,41,import java.net.URLConnection;,,
FALSE,FALSE,FALSE,FALSE,,42,import java.net.URLDecoder;,,
FALSE,FALSE,FALSE,FALSE,,43,import java.net.URLEncoder;,,
FALSE,FALSE,FALSE,FALSE,,44,import java.nio.charset.Charset;,,
FALSE,FALSE,FALSE,FALSE,,45,import java.security.MessageDigest;,,
FALSE,FALSE,FALSE,FALSE,,46,import java.security.NoSuchAlgorithmException;,,
FALSE,FALSE,FALSE,FALSE,,47,import java.text.Normalizer;,,
FALSE,FALSE,FALSE,FALSE,,48,import java.text.NumberFormat;,,
FALSE,FALSE,FALSE,FALSE,,49,import java.util.ArrayList;,,
FALSE,FALSE,FALSE,FALSE,,50,import java.util.Arrays;,,
FALSE,FALSE,FALSE,FALSE,,51,import java.util.Collection;,,
FALSE,FALSE,FALSE,FALSE,,52,import java.util.Comparator;,,
FALSE,FALSE,FALSE,FALSE,,53,import java.util.HashMap;,,
FALSE,FALSE,FALSE,FALSE,,54,import java.util.HashSet;,,
FALSE,FALSE,FALSE,FALSE,,55,import java.util.Iterator;,,
FALSE,FALSE,FALSE,FALSE,,56,import java.util.LinkedHashMap;,,
FALSE,FALSE,FALSE,FALSE,,57,import java.util.List;,,
FALSE,FALSE,FALSE,FALSE,,58,import java.util.Locale;,,
FALSE,FALSE,FALSE,FALSE,,59,import java.util.Map;,,
FALSE,FALSE,FALSE,FALSE,,60,import java.util.Map.Entry;,,
FALSE,FALSE,FALSE,FALSE,,61,import java.util.Set;,,
FALSE,FALSE,FALSE,FALSE,,62,import java.util.StringTokenizer;,,
FALSE,FALSE,FALSE,FALSE,,63,import java.util.TreeSet;,,
FALSE,FALSE,FALSE,FALSE,,64,import java.util.regex.Matcher;,,
FALSE,FALSE,FALSE,FALSE,,65,import java.util.regex.Pattern;,,
FALSE,FALSE,FALSE,FALSE,,66,import java.util.zip.GZIPInputStream;,,
FALSE,FALSE,FALSE,FALSE,,67,,,
FALSE,FALSE,FALSE,FALSE,,68,import javax.swing.JFileChooser;,,
FALSE,FALSE,FALSE,FALSE,,69,,,
FALSE,FALSE,FALSE,FALSE,,70,import org.apache.commons.codec.binary.Hex;,,
FALSE,FALSE,FALSE,FALSE,,71,,,
FALSE,FALSE,FALSE,FALSE,,72,/**,,
FALSE,FALSE,FALSE,FALSE,,73,* String (In)utilities.,,
FALSE,FALSE,FALSE,FALSE,,74,*,,
FALSE,FALSE,FALSE,FALSE,,75,* @author Bruno Candido Volpato da Cunha,,
FALSE,FALSE,FALSE,FALSE,,76,*/,,
FALSE,FALSE,FALSE,FALSE,,77,public class MyStringUtils {,,
FALSE,FALSE,FALSE,FALSE,,78,,,
FALSE,FALSE,FALSE,FALSE,,79,public static final int CREATE = 0;,,
FALSE,FALSE,FALSE,FALSE,,80,public static final int APPEND = 1;,,
FALSE,FALSE,FALSE,FALSE,,81,public static final int FILL = 2;,,
FALSE,FALSE,FALSE,FALSE,,82,public static final NumberFormat _ffmt = NumberFormat.getInstance();,,
FALSE,FALSE,FALSE,FALSE,,83,"public static final String XLATE = ""0123456789abcdef"";",,
FALSE,FALSE,FALSE,FALSE,,84,"public static final String RETURN = ""\n"";",,
FALSE,FALSE,FALSE,FALSE,,85,"public static final String CARRIAGE = ""\r"";",,
FALSE,FALSE,FALSE,FALSE,,86,"public static final String CARRIAGE_RETURN = ""\r\n"";",,
FALSE,FALSE,FALSE,FALSE,,87,public static String lineSeparator;,,
FALSE,FALSE,FALSE,FALSE,,88,,,
FALSE,FALSE,FALSE,FALSE,,89,"public static Pattern HAS_LETTER_PATTERN = Pattern.compile(""[a-zA-Z]"");",,
FALSE,FALSE,FALSE,FALSE,,90,,,
FALSE,FALSE,FALSE,FALSE,,91,public static Pattern EMAIL_PATTERN = Pattern,,
FALSE,FALSE,FALSE,FALSE,,92,".compile(""[_a-z0-9-]+(\\.[_a-z0-9-]+)*@[a-z0-9-]+(\\.[a-z0-9-]+)*(\\.[a-z]{2,4})"");",,
FALSE,FALSE,FALSE,FALSE,,93,,,
FALSE,FALSE,FALSE,FALSE,,94,,,
FALSE,FALSE,FALSE,FALSE,,95,public static final Set<UnicodeBlock> JAPANESE_BLOCKS = new HashSet<UnicodeBlock>() {,,
FALSE,FALSE,FALSE,FALSE,,96,/**,,
FALSE,FALSE,FALSE,FALSE,,97,*,,
FALSE,FALSE,FALSE,FALSE,,98,*/,,
FALSE,FALSE,FALSE,FALSE,,99,private static final long serialVersionUID = 1L;,,
FALSE,FALSE,FALSE,FALSE,,100,,,
FALSE,FALSE,FALSE,FALSE,,101,{,,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,102,add(UnicodeBlock.HIRAGANA);,Data Loading,
TRUE,TRUE,FALSE,FALSE,EXPRESSION,103,add(UnicodeBlock.KATAKANA);,Data Loading,
TRUE,TRUE,FALSE,FALSE,EXPRESSION,104,add(UnicodeBlock.CJK_UNIFIED_IDEOGRAPHS);,Data Loading,
FALSE,FALSE,FALSE,FALSE,,105,},,
FALSE,FALSE,FALSE,FALSE,,106,};,,
FALSE,FALSE,FALSE,FALSE,,107,public static final Set<UnicodeBlock> CHINESE_BLOCKS = new HashSet<UnicodeBlock>() {,,
FALSE,FALSE,FALSE,FALSE,,108,/**,,
FALSE,FALSE,FALSE,FALSE,,109,*,,
FALSE,FALSE,FALSE,FALSE,,110,*/,,
FALSE,FALSE,FALSE,FALSE,,111,private static final long serialVersionUID = 1L;,,
FALSE,FALSE,FALSE,FALSE,,112,,,
FALSE,FALSE,FALSE,FALSE,,113,{,,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,114,add(UnicodeBlock.CJK_COMPATIBILITY);,Data Loading,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,115,add(UnicodeBlock.CJK_COMPATIBILITY_FORMS);,Data Loading,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,116,add(UnicodeBlock.CJK_COMPATIBILITY_IDEOGRAPHS);,Data Loading,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,117,add(UnicodeBlock.CJK_COMPATIBILITY_IDEOGRAPHS_SUPPLEMENT);,Data Loading,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,118,add(UnicodeBlock.CJK_RADICALS_SUPPLEMENT);,Data Loading,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,119,add(UnicodeBlock.CJK_SYMBOLS_AND_PUNCTUATION);,Data Loading,
TRUE,TRUE,FALSE,FALSE,EXPRESSION,120,add(UnicodeBlock.CJK_UNIFIED_IDEOGRAPHS);,Data Loading,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,121,add(UnicodeBlock.CJK_UNIFIED_IDEOGRAPHS_EXTENSION_A);,Data Loading,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,122,add(UnicodeBlock.CJK_UNIFIED_IDEOGRAPHS_EXTENSION_B);,Data Loading,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,123,add(UnicodeBlock.KANGXI_RADICALS);,Data Loading,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,124,add(UnicodeBlock.IDEOGRAPHIC_DESCRIPTION_CHARACTERS);,Data Loading,
FALSE,FALSE,FALSE,FALSE,,125,},,
FALSE,FALSE,FALSE,FALSE,,126,};,,
FALSE,FALSE,FALSE,FALSE,,127,,,
FALSE,FALSE,FALSE,FALSE,,128,public static final Set<UnicodeBlock> ARABIC_BLOCKS = new HashSet<UnicodeBlock>() {,,
FALSE,FALSE,FALSE,FALSE,,129,/**,,
FALSE,FALSE,FALSE,FALSE,,130,*,,
FALSE,FALSE,FALSE,FALSE,,131,*/,,
FALSE,FALSE,FALSE,FALSE,,132,private static final long serialVersionUID = 1L;,,
FALSE,FALSE,FALSE,FALSE,,133,,,
FALSE,FALSE,FALSE,FALSE,,134,{,,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,135,add(UnicodeBlock.ARABIC);,Data Loading,
FALSE,FALSE,FALSE,FALSE,,136,},,
FALSE,FALSE,FALSE,FALSE,,137,};,,
FALSE,FALSE,FALSE,FALSE,,138,,,
FALSE,FALSE,FALSE,FALSE,,139,static {,,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,140,_ffmt.setMinimumIntegerDigits(1);,Data Loading,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,141,_ffmt.setMinimumFractionDigits(1);,Data Loading,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,142,_ffmt.setMaximumFractionDigits(2);,Data Loading,
FALSE,FALSE,FALSE,FALSE,,143,,,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,144,lineSeparator = RETURN;,Data Loading,
TRUE,TRUE,FALSE,FALSE,TRY,145,try {,Data Loading,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,146,"lineSeparator = System.getProperty(""line.separator"");",Data Loading,
FALSE,FALSE,FALSE,FALSE,TRY,147,} catch (Exception localException) {,,
FALSE,FALSE,FALSE,FALSE,TRY,148,},,
FALSE,FALSE,FALSE,FALSE,,149,},,
FALSE,FALSE,FALSE,FALSE,,150,,,
FALSE,FALSE,FALSE,FALSE,,151,,,
FALSE,FALSE,FALSE,FALSE,,152,"public static Map<String, Character> escapeStrings = new LinkedHashMap<String, Character>();",,
FALSE,FALSE,FALSE,FALSE,,153,"public static Map<String, Character> accentStrings  = new LinkedHashMap<String, Character>();",,
FALSE,FALSE,FALSE,FALSE,,154,,,
FALSE,FALSE,FALSE,FALSE,,155,static {,,
FALSE,FALSE,FALSE,FALSE,,156,// HTML character entity references as defined in HTML 4,,
FALSE,FALSE,FALSE,FALSE,,157,// see http://www.w3.org/TR/REC-html40/sgml/entities.html,,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,158,"escapeStrings.put(""&amp;"", new Character('\u0026'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,159,"escapeStrings.put(""&nbsp;"", new Character('\u00A0'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,160,"escapeStrings.put(""&iexcl;"", new Character('\u00A1'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,161,"escapeStrings.put(""&cent;"", new Character('\u00A2'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,162,"escapeStrings.put(""&pound;"", new Character('\u00A3'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,163,"escapeStrings.put(""&curren;"", new Character('\u00A4'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,164,"escapeStrings.put(""&yen;"", new Character('\u00A5'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,165,"escapeStrings.put(""&brvbar;"", new Character('\u00A6'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,166,"escapeStrings.put(""&sect;"", new Character('\u00A7'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,167,"escapeStrings.put(""&uml;"", new Character('\u00A8'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,168,"escapeStrings.put(""&copy;"", new Character('\u00A9'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,169,"escapeStrings.put(""&ordf;"", new Character('\u00AA'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,170,"escapeStrings.put(""&laquo;"", new Character('\u00AB'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,171,"escapeStrings.put(""&not;"", new Character('\u00AC'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,172,"escapeStrings.put(""&shy;"", new Character('\u00AD'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,173,"escapeStrings.put(""&reg;"", new Character('\u00AE'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,174,"escapeStrings.put(""&macr;"", new Character('\u00AF'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,175,"escapeStrings.put(""&deg;"", new Character('\u00B0'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,176,"escapeStrings.put(""&plusmn;"", new Character('\u00B1'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,177,"escapeStrings.put(""&sup2;"", new Character('\u00B2'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,178,"escapeStrings.put(""&sup3;"", new Character('\u00B3'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,179,"escapeStrings.put(""&acute;"", new Character('\u00B4'));",Data Loading,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,180,"accentStrings.put(""&acute;"", new Character('\u00B4'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,181,"escapeStrings.put(""&micro;"", new Character('\u00B5'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,182,"escapeStrings.put(""&para;"", new Character('\u00B6'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,183,"escapeStrings.put(""&middot;"", new Character('\u00B7'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,184,"escapeStrings.put(""&cedil;"", new Character('\u00B8'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,185,"escapeStrings.put(""&sup1;"", new Character('\u00B9'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,186,"escapeStrings.put(""&ordm;"", new Character('\u00BA'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,187,"escapeStrings.put(""&raquo;"", new Character('\u00BB'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,188,"escapeStrings.put(""&frac14;"", new Character('\u00BC'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,189,"escapeStrings.put(""&frac12;"", new Character('\u00BD'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,190,"escapeStrings.put(""&frac34;"", new Character('\u00BE'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,191,"escapeStrings.put(""&iquest;"", new Character('\u00BF'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,192,"escapeStrings.put(""&Agrave;"", new Character('\u00C0'));",Data Loading,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,193,"accentStrings.put(""&Agrave;"", new Character('\u00C0'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,194,"escapeStrings.put(""&Aacute;"", new Character('\u00C1'));",Data Loading,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,195,"accentStrings.put(""&Aacute;"", new Character('\u00C1'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,196,"escapeStrings.put(""&Acirc;"", new Character('\u00C2'));",Data Loading,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,197,"accentStrings.put(""&Acirc;"", new Character('\u00C2'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,198,"escapeStrings.put(""&Atilde;"", new Character('\u00C3'));",Data Loading,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,199,"accentStrings.put(""&Atilde;"", new Character('\u00C3'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,200,"escapeStrings.put(""&Auml;"", new Character('\u00C4'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,201,"escapeStrings.put(""&Aring;"", new Character('\u00C5'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,202,"escapeStrings.put(""&AElig;"", new Character('\u00C6'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,203,"escapeStrings.put(""&Ccedil;"", new Character('\u00C7'));",Data Loading,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,204,"accentStrings.put(""&Ccedil;"", new Character('\u00C7'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,205,"escapeStrings.put(""&Egrave;"", new Character('\u00C8'));",Data Loading,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,206,"accentStrings.put(""&Egrave;"", new Character('\u00C8'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,207,"escapeStrings.put(""&Eacute;"", new Character('\u00C9'));",Data Loading,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,208,"accentStrings.put(""&Eacute;"", new Character('\u00C9'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,209,"escapeStrings.put(""&Ecirc;"", new Character('\u00CA'));",Data Loading,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,210,"accentStrings.put(""&Ecirc;"", new Character('\u00CA'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,211,"escapeStrings.put(""&Euml;"", new Character('\u00CB'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,212,"escapeStrings.put(""&Igrave;"", new Character('\u00CC'));",Data Loading,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,213,"accentStrings.put(""&Igrave;"", new Character('\u00CC'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,214,"escapeStrings.put(""&Iacute;"", new Character('\u00CD'));",Data Loading,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,215,"accentStrings.put(""&Iacute;"", new Character('\u00CD'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,216,"escapeStrings.put(""&Icirc;"", new Character('\u00CE'));",Data Loading,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,217,"accentStrings.put(""&Icirc;"", new Character('\u00CE'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,218,"escapeStrings.put(""&Iuml;"", new Character('\u00CF'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,219,"escapeStrings.put(""&ETH;"", new Character('\u00D0'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,220,"escapeStrings.put(""&Ntilde;"", new Character('\u00D1'));",Data Loading,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,221,"accentStrings.put(""&Ntilde;"", new Character('\u00D1'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,222,"escapeStrings.put(""&Ograve;"", new Character('\u00D2'));",Data Loading,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,223,"accentStrings.put(""&Ograve;"", new Character('\u00D2'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,224,"escapeStrings.put(""&Oacute;"", new Character('\u00D3'));",Data Loading,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,225,"accentStrings.put(""&Oacute;"", new Character('\u00D3'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,226,"escapeStrings.put(""&Ocirc;"", new Character('\u00D4'));",Data Loading,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,227,"accentStrings.put(""&Ocirc;"", new Character('\u00D4'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,228,"escapeStrings.put(""&Otilde;"", new Character('\u00D5'));",Data Loading,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,229,"accentStrings.put(""&Otilde;"", new Character('\u00D5'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,230,"escapeStrings.put(""&Ouml;"", new Character('\u00D6'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,231,"escapeStrings.put(""&times;"", new Character('\u00D7'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,232,"escapeStrings.put(""&Oslash;"", new Character('\u00D8'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,233,"escapeStrings.put(""&Ugrave;"", new Character('\u00D9'));",Data Loading,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,234,"accentStrings.put(""&Ugrave;"", new Character('\u00D9'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,235,"escapeStrings.put(""&Uacute;"", new Character('\u00DA'));",Data Loading,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,236,"accentStrings.put(""&Uacute;"", new Character('\u00DA'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,237,"escapeStrings.put(""&Ucirc;"", new Character('\u00DB'));",Data Loading,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,238,"accentStrings.put(""&Ucirc;"", new Character('\u00DB'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,239,"escapeStrings.put(""&Uuml;"", new Character('\u00DC'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,240,"escapeStrings.put(""&Yacute;"", new Character('\u00DD'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,241,"escapeStrings.put(""&THORN;"", new Character('\u00DE'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,242,"escapeStrings.put(""&szlig;"", new Character('\u00DF'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,243,"escapeStrings.put(""&agrave;"", new Character('\u00E0'));",Data Loading,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,244,"accentStrings.put(""&agrave;"", new Character('\u00E0'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,245,"escapeStrings.put(""&aacute;"", new Character('\u00E1'));",Data Loading,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,246,"accentStrings.put(""&aacute;"", new Character('\u00E1'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,247,"escapeStrings.put(""&acirc;"", new Character('\u00E2'));",Data Loading,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,248,"accentStrings.put(""&acirc;"", new Character('\u00E2'));",Data Loading,
TRUE,FALSE,FALSE,FALSE,EXPRESSION,249,"escapeStrings.put(""&atilde;"", new Character('\u00E3'));",,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,250,"accentStrings.put(""&atilde;"", new Character('\u00E3'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,251,"escapeStrings.put(""&auml;"", new Character('\u00E4'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,252,"escapeStrings.put(""&aring;"", new Character('\u00E5'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,253,"escapeStrings.put(""&aelig;"", new Character('\u00E6'));",Data Loading,
TRUE,FALSE,FALSE,FALSE,EXPRESSION,254,"escapeStrings.put(""&ccedil;"", new Character('\u00E7'));",,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,255,"accentStrings.put(""&ccedil;"", new Character('\u00E7'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,256,"escapeStrings.put(""&egrave;"", new Character('\u00E8'));",Data Loading,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,257,"accentStrings.put(""&egrave;"", new Character('\u00E8'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,258,"escapeStrings.put(""&eacute;"", new Character('\u00E9'));",Data Loading,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,259,"accentStrings.put(""&eacute;"", new Character('\u00E9'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,260,"escapeStrings.put(""&ecirc;"", new Character('\u00EA'));",Data Loading,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,261,"accentStrings.put(""&ecirc;"", new Character('\u00EA'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,262,"escapeStrings.put(""&euml;"", new Character('\u00EB'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,263,"escapeStrings.put(""&igrave;"", new Character('\u00EC'));",Data Loading,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,264,"accentStrings.put(""&igrave;"", new Character('\u00EC'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,265,"escapeStrings.put(""&iacute;"", new Character('\u00ED'));",Data Loading,
TRUE,TRUE,TRUE,FALSE,EXPRESSION,266,"accentStrings.put(""&iacute;"", new Character('\u00ED'));",Data Loading,
TRUE,FALSE,TRUE,FALSE,EXPRESSION,267,"escapeStrings.put(""&icirc;"", new Character('\u00EE'));",Data Loading,
